,ID,Dates,city,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,at_soyu,Mevsim,KG,K,DB,SK,SKG,GKR,YP,TGK,ÖG,SGKR,Winner
8955,KUPA ASI(6) K  DB  ,2018-10-13,Ankara,Ö.YILDIRIM,Ö.YILDIRIM,True,1,97.63,4.2,420,5,6.0,5,63,63,15,13,12,11,40,5.0,5.0,5.0,5.0,9.0,55,12,2,5,5,21,3,9,9,14.7958,16.3884,15.5625,15.8994,15.3449,5,63,7,öğle,6,a,k,ak,sonbahar,0,1,1,0,0,0,0,0,0,0,0
8956,HIGH SPEED TRAIN(9) (USA) KG  DB  ,2018-10-22,Bursa,E.EMRE DOĞRU,E.EMRE DOĞRU,True,1,73.48,17.5,1750,8,1.0,11,28,50,6,7,6,9,19,8.0,8.0,8.0,9.0,10.0,15,1,1,3,3,6,6,20,20,16.331,14.4663,16.2734,16.116,15.6705,8,50,2,öğle,3,d,d,dd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
8957,BJEDUĞ(7) KG  ,2018-10-14,İstanbul,SER.YILDIZ,SER.YILDIZ,True,1,89.08,83.5,8350,9,0.0,0,100,27,3,2,6,4,11,9.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,13.470999999999998,0.0,0.0,0.0,0.0,9,27,1,öğle,3,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8958,KÜÇÜK IŞILTAN(11) KG  K  ,2018-10-24,İstanbul,C.KARADEMİR,C.KARADEMİR,True,1,85.75,117.95,11795,11,0.0,11,0,0,5,5,5,7,15,11.0,9.0,11.0,9.0,9.0,9,0,0,1,0,0,0,11,0,13.9942,13.7809,11.5269,12.3457,12.5366,11,0,8,öğle,4,a,k,ak,sonbahar,1,1,0,0,0,0,0,0,0,0,0
8959,LİVACAN(7) KG  DB  SK  ,2018-10-24,İstanbul,B.AVERBAK,B.AVERBAK,True,1,80.9,19.5,1950,9,1.0,10,9,19,7,7,9,10,23,9.0,14.0,7.0,8.0,9.0,13,1,4,1,1,7,30,7,7,14.8331,12.837,13.8274,14.2161,13.2441,9,19,8,öğle,4,d,a,da,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8960,HİDAYET(9) KG  SK  ,2018-10-24,İstanbul,A.ASLAN,A.ASLAN,True,1,79.12,1.8,180,7,39.0,1,90,39,7,8,8,9,23,7.0,3.0,8.0,4.0,14.0,8,0,0,1,1,0,0,12,12,15.1668,15.2458,14.6743,15.3649,13.739,7,39,8,öğle,4,a,a,aa,sonbahar,1,0,0,1,0,0,0,0,0,0,0
8961,BABAFARUK(12) KG  DB  ,2018-10-13,Ankara,A.KAÇMAZ,A.KAÇMAZ,True,1,109.98,39.7,3970,9,1.0,11,9,27,9,10,11,10,30,9.0,9.0,10.0,8.0,8.0,10,0,0,0,1,0,0,0,10,13.6388,13.552999999999999,14.0774,13.1372,14.5719,9,27,5,öğle,4,k,a,ka,sonbahar,1,0,1,0,0,0,0,0,0,0,0
8962,BURGAÇ(2),2018-10-13,Ankara,D.KAYA,D.KAYA,True,1,110.83,13.6,1360,11,3.0,9,27,9,9,12,10,10,31,11.0,7.0,8.0,7.0,3.0,19,3,4,1,2,15,21,5,10,13.5342,12.8415,13.7027,13.325,13.7201,11,9,5,öğle,5,k,a,ka,sonbahar,0,0,0,0,0,0,0,0,0,0,0
8963,DERHADIR(8) KG  ,2018-10-24,İstanbul,M.KAYA,M.KAYA,True,1,144.63,12.95,1295,7,4.0,7,36,39,15,14,13,12,42,7.0,6.0,10.0,6.0,5.0,79,16,10,13,12,20,12,16,15,13.8284,13.9082,12.8911,14.1223,13.6622,7,39,5,öğle,8,a,a,aa,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8964,PEEKAY(3) DB  SKG  SK  ,2018-10-24,Şanlıurfa,İ.AKYAVUZ,İ.AKYAVUZ,True,1,94.52,9.35,935,13,4.0,8,41,14,12,10,10,9,32,13.0,10.0,7.0,1.0,6.0,22,4,2,1,2,18,9,4,9,14.8117,15.6457,15.544,15.7999,15.3335,13,14,9,akşam,3,d,d,dd,sonbahar,0,0,1,1,1,0,0,0,0,0,0
8965,POWER STAR(12) SKG  SK  ,2018-10-24,Şanlıurfa,KEMAL KURT,KEMAL KURT,True,1,93.18,16.65,1664,10,1.0,13,0,35,6,7,8,8,21,10.0,6.0,8.0,11.0,8.0,25,1,0,4,5,4,0,16,20,15.0247,15.5966,15.2886,15.0716,14.6242,10,35,9,akşam,3,d,d,dd,sonbahar,0,0,0,1,1,0,0,0,0,0,0
8966,İBRİŞİM(4),2018-10-13,Ankara,M.BAYDAN,M.BAYDAN,True,1,150.17,5.85,585,7,5.0,6,54,45,10,12,11,11,33,7.0,8.0,6.0,12.0,3.0,15,1,2,3,1,6,13,20,6,14.6501,16.3685,15.6199,15.7764,16.6449,7,45,1,öğle,3,d,d,dd,sonbahar,0,0,0,0,0,0,0,0,0,0,0
8967,AYDENİZ KIZI(8) K  DB  ,2018-10-24,Şanlıurfa,R.YILDIRIM,R.YILDIRIM,True,1,84.66,22.05,2205,8,1.0,9,33,50,4,6,6,7,16,8.0,6.0,7.0,8.0,6.0,9,0,0,0,0,0,0,0,0,14.1743,14.5419,14.1593,13.6286,13.1593,8,50,8,akşam,2,a,d,ad,sonbahar,0,1,1,0,0,0,0,0,0,0,0
8968,KAYA RÜZGARI(10) SK  ,2018-10-24,Şanlıurfa,F.FELHAN,F.FELHAN,True,1,85.83,12.9,1290,9,1.0,8,41,42,6,6,6,7,18,9.0,8.0,10.0,5.0,5.0,6,0,0,0,0,0,0,0,0,13.9811,15.4143,14.5613,14.5446,14.4006,9,42,8,akşam,2,a,d,ad,sonbahar,0,0,0,1,0,0,0,0,0,0,0
8969,DIOS QUIERE(1) SK  ,2018-10-24,İstanbul,H.ÇİZİK,H.ÇİZİK,True,1,74.78,6.4,640,3,6.0,7,36,80,12,11,12,11,35,3.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,100,0,16.0471,0.0,0.0,0.0,0.0,3,80,3,öğle,2,d,e,de,sonbahar,0,0,0,1,0,0,0,0,0,0,0
8970,FLASH GORDON(2) KG  DB  SK  ,2018-10-24,Şanlıurfa,İ.AKYAVUZ,İ.AKYAVUZ,True,1,77.11,5.6,560,5,11.0,4,75,71,12,10,10,9,32,5.0,6.0,3.0,4.0,7.0,34,3,5,5,8,8,14,14,23,15.5622,15.1734,15.9088,15.7687,14.3602,5,71,6,akşam,3,d,e,de,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8971,İLGAR TAY(2) KG  ,2018-10-19,Bursa,F.KABADAYI,F.KABADAYI,True,1,152.71,23.85,2385,10,1.0,11,15,30,6,7,7,8,20,10.0,15.0,7.0,10.0,9.0,28,4,5,1,3,14,17,3,10,13.0967,14.3062,14.0149,13.7809,14.3369,10,30,4,öğle,5,k,a,ka,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8972,ALANGU(5) KG  ,2018-10-19,Bursa,H.ALTIN,H.ALTIN,True,1,139.6,27.3,2730,9,0.0,0,100,38,8,9,9,9,26,9.0,8.0,9.0,6.0,9.0,71,6,6,4,8,8,8,5,11,12.894,13.2556,13.6074,14.7167,12.8637,9,38,2,öğle,8,k,k,kk,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8973,ERAYŞE(10) KG  K  DB  ,2018-10-19,Bursa,V.YÜCEL,V.YÜCEL,True,1,138.36,14.3,1430,8,0.0,0,100,46,7,8,9,10,24,8.0,6.0,5.0,6.0,5.0,17,1,3,1,1,5,17,5,5,13.0095,14.217,14.4028,13.7315,14.300999999999998,8,46,2,öğle,4,k,k,kk,sonbahar,1,1,1,0,0,0,0,0,0,0,0
8974,BACKSTAGE(2) BB  ,2018-10-19,İstanbul,H.KARATAŞ,H.KARATAŞ,True,1,117.4,1.45,145,1,33.0,1,100,100,27,19,15,11,61,1.0,1.0,1.0,6.0,6.0,11,5,0,0,2,45,0,0,18,16.184,15.1458,15.7703,14.936,14.9551,1,100,5,akşam,3,d,d,dd,sonbahar,0,0,0,0,0,0,0,0,0,0,1
8975,CRAZY DAWN(6) KG  K  DB  ,2018-10-15,Adana,İ.AKYAVUZ,İ.AKYAVUZ,True,1,102.09,9.2,919,7,1.0,8,52,62,12,10,10,9,32,7.0,9.0,8.0,9.0,0.0,4,0,0,0,0,0,0,0,0,13.7134,15.3374,15.0029,15.5119,0.0,7,62,7,akşam,2,d,d,dd,sonbahar,1,1,1,0,0,0,0,0,0,0,0
8976,DAZZLER(7) KG  SK  ,2018-10-15,Adana,F.R.BEBEK,F.R.BEBEK,True,1,103.19,12.5,1250,8,1.0,7,58,56,6,9,10,9,25,8.0,11.0,11.0,8.0,4.0,6,0,0,0,1,0,0,0,16,13.5672,13.3023,14.7384,14.9632,14.8533,8,56,7,akşam,2,a,d,ad,sonbahar,1,0,0,1,0,0,0,0,0,0,0
8977,SAĞNAKHAN(4) SKG  SK  ,2018-10-17,Elazığ,F.YARDIMCI,G.KILIÇ,False,0,161.9,4.6,459,7,0.0,0,100,57,12,10,10,9,32,11.0,7.0,7.0,4.0,7.0,100,9,7,18,12,9,7,18,12,0.0,12.3533,12.8335,13.6388,13.4336,7,57,1,akşam,8,k,a,ka,sonbahar,0,0,0,1,1,0,0,0,0,0,0
8978,HIŞMANAĞA(5) SKG  SK  ,2018-10-17,Elazığ,E.KILIK,E.KILIK,True,1,100.76,2.7,270,13,20.0,1,92,14,8,9,9,9,26,13.0,1.0,1.0,4.0,3.0,6,2,0,1,1,33,0,16,16,11.9095,13.6309,14.0581,13.43,13.6519,13,14,7,akşam,3,k,e,ke,sonbahar,0,0,0,1,1,0,0,0,0,0,0
8979,APAYDINGÜLÜ(11) KG  SK  ,2018-10-17,Elazığ,S.YILDIRIM,S.YILDIRIM,True,1,87.31,26.85,2685,8,2.0,13,7,50,9,9,11,10,29,8.0,1.0,6.0,8.0,2.0,13,1,2,0,0,7,15,0,0,13.7441,13.3097,13.3567,12.7321,13.4831,8,50,7,akşam,3,k,d,kd,sonbahar,1,0,0,1,0,0,0,0,0,0,0
8980,QUEEN SEA(8) KG  DB  SK  ,2018-10-17,Elazığ,İ.ÇİZİK,İ.ÇİZİK,True,1,127.1,14.0,1400,8,1.0,8,42,50,5,7,6,7,18,8.0,10.0,9.0,3.0,8.0,17,0,0,1,1,0,0,5,5,14.1621,14.6413,13.978,15.15,14.1961,8,50,5,akşam,3,d,d,dd,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8981,PRINCELY(9) DB  SKG  SK  ,2018-10-17,Elazığ,T.BALİ,İ.ÇİZİK,False,0,113.09,8.45,844,6,1.0,8,42,64,2,2,6,6,10,9.0,6.0,7.0,6.0,6.0,33,3,2,2,3,9,6,6,9,0.0,14.148,14.2311,12.9906,15.4839,6,64,4,akşam,5,a,g,ag,sonbahar,0,0,1,1,1,0,0,0,0,0,0
8982,LAS TERRENAS(2) K  DB  ,2018-10-17,Elazığ,N.ALTIN,N.ALTIN,True,1,170.99,8.55,855,10,6.0,6,57,35,13,12,11,10,36,10.0,8.0,7.0,5.0,4.0,25,2,1,3,6,8,4,12,24,11.6966,13.9106,15.5833,15.5004,15.7248,10,35,3,akşam,3,d,d,dd,sonbahar,0,1,1,0,0,0,0,0,0,0,0
8983,HIGH TREE(5) K  ,2018-10-17,Elazığ,İS.DEMİR,İS.DEMİR,True,1,108.47,2.5,250,5,19.0,2,85,71,3,4,5,9,12,5.0,2.0,6.0,4.0,5.0,44,9,3,4,7,20,6,9,15,14.7506,14.8903,14.6875,15.0889,15.16,5,71,4,akşam,5,a,a,aa,sonbahar,0,1,0,0,0,0,0,0,0,0,0
8984,CASH ONLY(12) KG  K  DB  ,2018-10-17,İstanbul,Z.KARABULUT,Z.KARABULUT,True,1,83.02,64.2,6420,22,0.0,16,25,0,7,6,6,8,19,22.0,12.0,10.0,6.0,13.0,6,0,0,0,1,0,0,0,16,14.4543,15.722000000000001,15.7978,15.8299,14.0862,22,0,9,öğle,3,d,d,dd,sonbahar,1,1,1,0,0,0,0,0,0,0,0
8985,RAYLAİ(19) KG  DB  SK  ,2018-10-17,İstanbul,Y.PİLAVCILAR,Y.PİLAVCILAR,True,1,74.21,49.8,4980,16,0.0,17,19,28,8,7,8,7,23,16.0,13.0,9.0,8.0,0.0,4,0,0,0,0,0,0,0,0,16.1703,14.8065,14.8985,15.5745,0.0,16,28,9,öğle,3,d,d,dd,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8986,NOISY(5) t  KG  ,2018-10-17,İstanbul,MÜS.ÇELİK,MÜS.ÇELİK,True,1,136.07,6.8,680,12,6.0,7,70,47,14,13,13,12,40,12.0,7.0,7.0,8.0,5.0,20,4,3,2,0,20,15,10,0,14.6983,16.1775,16.131,15.9702,16.7965,12,47,4,öğle,3,d,d,dd,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8987,NEW DAY(7) KG  DB  SK  ,2018-10-17,Elazığ,F.FELHAN,F.FELHAN,True,1,114.17,5.75,575,7,9.0,5,64,57,6,6,6,7,18,7.0,8.0,4.0,3.0,2.0,18,3,5,2,3,16,27,11,16,14.0142,14.0017,14.8412,15.3128,16.0348,7,57,4,akşam,4,d,a,da,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8988,LAGOS(5) KG  ,2018-10-17,Elazığ,M.AVŞAR,M.AVŞAR,True,1,82.9,8.35,835,8,4.0,6,57,50,9,9,9,9,27,8.0,6.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,14.4753,14.4422,0.0,0.0,0.0,8,50,2,akşam,2,d,e,de,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8989,GRAND LUXOR(11) DB  ,2018-10-15,Adana,F.R.BEBEK,M.G.ARSLAN,False,0,109.62,29.5,2950,12,1.0,11,35,31,6,9,10,9,25,9.0,12.0,9.0,6.0,6.0,13,0,0,0,0,0,0,0,0,14.5697,15.5081,15.7939,16.2717,15.9503,12,31,4,akşam,4,d,a,da,sonbahar,0,0,1,0,0,0,0,0,0,0,0
8990,ÇELEBİ CİHAN(7) DB  SKG  SK  BB  ,2018-10-15,Adana,M.K.KUMBASAR,U.POLAT,False,0,105.44,2.0,200,4,43.0,1,94,81,9,9,9,10,27,5.0,4.0,3.0,1.0,4.0,20,4,2,2,4,20,10,10,20,14.5821,16.1229,16.0026,15.8836,16.065,4,81,4,akşam,5,d,a,da,sonbahar,0,0,1,1,1,0,0,0,0,0,0
8991,SKORER(8) DB  SK  ,2018-10-15,Adana,V.DEMİR,V.DEMİR,True,1,107.77,10.35,1035,9,3.0,8,52,50,7,8,7,9,22,9.0,7.0,7.0,4.0,7.0,71,4,7,8,9,5,9,11,12,15.7743,15.8517,15.9057,16.4294,15.2866,9,50,4,akşam,6,d,a,da,sonbahar,0,0,1,1,0,0,0,0,0,0,0
8992,BORBORE(6) KG  ,2018-10-15,Adana,E.ŞİMŞEK,E.ŞİMŞEK,True,1,154.72,5.3,530,10,8.0,6,64,43,9,9,8,9,26,10.0,8.0,2.0,7.0,7.0,73,12,10,5,7,16,13,6,9,12.2802,11.4692,13.8211,13.3633,12.8858,10,43,3,akşam,7,a,a,aa,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8993,CHAMP LION(11) KG  K  ,2018-12-10,İstanbul,A.ASLAN,A.ASLAN,True,1,127.44,7.3,730,9,6.0,7,50,38,7,8,8,9,23,9.0,9.0,5.0,5.0,11.0,29,1,4,4,3,3,13,13,10,15.6937,15.2068,15.4514,15.4226,15.2317,9,38,8,akşam,4,d,a,da,sonbahar,1,1,0,0,0,0,0,0,0,0,0
8994,WINE FOR WINNERS(9) KG  DB  SK  ,2018-12-10,İstanbul,İ.SOYAD,İ.SOYAD,True,1,125.43,12.75,1275,6,2.0,11,21,61,9,10,10,10,29,6.0,9.0,9.0,1.0,2.0,13,1,3,0,1,7,23,0,7,15.9451,16.0449,16.3781,16.1796,16.6429,6,61,8,akşam,3,a,e,ae,sonbahar,1,0,1,1,0,0,0,0,0,0,0
8995,RAKKA(7) KG  K  ,2018-12-10,Bursa,MAHMUT TURAN,MAHMUT TURAN,True,1,90.69,6.9,690,8,6.0,5,60,29,8,9,10,10,27,8.0,8.0,10.0,6.0,9.0,8,0,0,2,0,0,0,25,0,13.2319,14.5093,14.214,15.1956,14.868,8,29,9,öğle,3,a,d,ad,sonbahar,1,1,0,0,0,0,0,0,0,0,0
8996,MANTICORE(9) KG  K  ,2018-12-10,Bursa,M.TARHAN,M.TARHAN,True,1,71.89,12.75,1275,8,2.0,9,19,29,7,9,9,9,25,8.0,8.0,8.0,7.0,6.0,24,3,1,3,3,12,4,12,12,16.6922,16.3418,15.9799,15.5848,15.5875,8,29,8,öğle,4,d,a,da,sonbahar,1,1,0,0,0,0,0,0,0,0,0
8997,ERAYHAN(8) KG  ,2018-12-10,İstanbul,H.ÇİZİK,H.ÇİZİK,True,1,131.01,3.7,370,7,8.0,6,57,53,12,11,12,11,35,7.0,7.0,8.0,2.0,2.0,78,8,10,12,9,10,12,15,11,14.5027,13.8559,13.9014,14.6458,14.3717,7,53,3,akşam,6,a,a,aa,sonbahar,1,0,0,0,0,0,0,0,0,0,0
8998,ZOZAN(5) KG  K  GKR  ,2018-12-10,Bursa,C.ÖZŞAHİN,İ.KALE,False,0,87.56,10.4,1040,8,1.0,8,29,29,4,7,8,8,19,5.0,8.0,7.0,4.0,7.0,11,1,0,0,3,9,0,0,27,15.2866,15.989,0.0,16.5906,15.2188,8,29,7,öğle,2,d,d,dd,sonbahar,1,1,0,0,0,1,0,0,0,0,0
8999,KARAYAVUZ HAN(15) KG  SK  ,2018-10-16,Diyarbakır,H.ŞANLI,H.ŞANLI,True,1,147.26,7.8,780,11,3.0,11,21,33,6,5,6,8,17,11.0,6.0,5.0,6.0,11.0,25,2,2,4,0,8,8,16,0,12.9023,13.3561,14.0007,12.5249,14.2361,11,33,8,öğle,4,k,a,ka,sonbahar,1,0,0,1,0,0,0,0,0,0,0
9000,Mİ BOMBON(4) DB  SKG  SK  ,2018-12-10,İstanbul,S.KAYA,S.KAYA,True,1,78.06,4.0,400,1,0.0,0,100,100,22,17,14,11,53,1.0,4.0,6.0,3.0,3.0,29,6,8,4,4,20,27,13,13,16.6539,16.5133,16.4762,15.9817,16.1355,1,100,1,öğle,5,d,k,dk,sonbahar,0,0,1,1,1,0,0,0,0,0,1
9001,MAYIS(6) K  ,2018-12-10,Bursa,Ç.CANPOLAT,Ç.CANPOLAT,True,1,91.27,40.05,4004,10,1.0,11,0,9,6,5,5,7,16,10.0,12.0,14.0,6.0,0.0,4,0,0,0,0,0,0,0,0,13.1478,13.8463,13.7337,14.7529,0.0,10,9,5,öğle,3,k,d,kd,sonbahar,0,1,0,0,0,0,0,0,0,0,0
9002,İRFAN CAN(4) KG  DB  SK    ,2018-10-16,Diyarbakır,İ.ÇİZİK,T.YILMAZ,False,0,82.01,14.8,1480,12,1.0,9,35,26,5,7,6,7,18,8.0,12.0,7.0,7.0,0.0,4,0,0,0,0,0,0,0,0,14.505,14.6324,14.652000000000001,14.8331,0.0,12,26,7,öğle,2,a,e,ae,sonbahar,1,0,1,1,0,0,0,0,0,0,0
9003,GODOLPHI(3) KG  K  DB  GKR  ,2018-10-16,Diyarbakır,V.KIZMAZ,V.KIZMAZ,True,1,80.37,23.15,2315,9,1.0,11,21,46,9,10,10,10,29,9.0,8.0,8.0,7.0,6.0,6,0,0,0,0,0,0,0,0,14.9309,15.0263,14.5314,14.905,14.3386,9,46,7,öğle,2,a,e,ae,sonbahar,1,1,1,0,0,1,0,0,0,0,0
9004,ŞİRİNCAN(11) KG  K  ,2018-10-16,Diyarbakır,F.YARDIMCI,M.ÜNLÜ,False,0,81.27,5.75,575,11,7.0,4,71,33,12,10,10,9,32,4.0,11.0,5.0,3.0,2.0,6,0,1,1,1,0,16,16,16,15.3767,14.7656,15.1286,15.1267,15.1095,11,33,7,öğle,2,d,d,dd,sonbahar,1,1,0,0,0,0,0,0,0,0,0
9005,TEKBAŞINA(10) KG  DB  ,2018-12-10,Bursa,F.KABADAYI,F.KABADAYI,True,1,85.63,9.15,915,3,3.0,7,39,80,6,7,7,8,20,3.0,10.0,9.0,4.0,9.0,5,0,0,1,1,0,0,20,20,14.0138,13.1271,12.9881,13.9697,14.4813,3,80,5,öğle,3,k,d,kd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
9006,RENGİAL(9) KG  ,2018-12-10,Bursa,C.ÖZŞAHİN,C.ÖZŞAHİN,True,1,113.26,24.6,2460,10,1.0,11,0,9,4,7,8,8,19,10.0,12.0,9.0,13.0,10.0,12,0,1,0,0,0,8,0,0,10.5951,13.925999999999998,14.4733,13.6849,15.0849,10,9,2,öğle,3,a,d,ad,sonbahar,1,0,0,0,0,0,0,0,0,0,0
9007,BİRSİMA(10) KG  SK  ,2018-10-16,Diyarbakır,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,90.07,18.7,1870,11,1.0,10,28,33,6,8,7,8,21,11.0,6.0,7.0,3.0,11.0,9,0,0,1,0,0,0,11,0,13.323,13.3824,12.5765,13.8392,12.3305,11,33,4,öğle,3,k,e,ke,sonbahar,1,0,0,1,0,0,0,0,0,0,0
9008,HEWAL(11) DB  SK  ,2018-10-16,Diyarbakır,C.TEPE,C.TEPE,True,1,79.2,14.35,1435,10,2.0,9,35,40,8,8,7,8,23,10.0,9.0,11.0,9.0,4.0,11,0,1,0,1,0,9,0,9,15.1515,14.9663,12.7515,14.1411,14.7878,10,40,3,öğle,3,d,e,de,sonbahar,0,0,1,1,0,0,0,0,0,0,0
9009,OĞLUM ERDEM(5) KG  K  DB  ,2018-10-16,Diyarbakır,İ.KATI,İ.KATI,True,1,78.96,12.3,1230,9,3.0,6,57,46,7,7,8,8,22,9.0,7.0,6.0,7.0,6.0,28,4,1,3,4,14,3,10,14,15.1976,15.0357,15.448,14.9165,15.3046,9,46,3,öğle,4,d,a,da,sonbahar,1,1,1,0,0,0,0,0,0,0,0
9010,YUSUFOĞLU(14) KG  DB  GKR  ,2018-10-16,Diyarbakır,S.KAPLAN,S.KAPLAN,True,1,88.81,31.6,3160,8,0.0,14,0,53,8,8,7,9,23,8.0,8.0,7.0,10.0,14.0,6,0,0,0,0,0,0,0,0,13.512,13.4741,13.5074,12.4935,11.6859,8,53,4,öğle,3,k,e,ke,sonbahar,1,0,1,0,0,1,0,0,0,0,0
9011,KÜÇÜK BEYZA(5) DB  SKG  SK  ,2018-10-16,Diyarbakır,F.YARDIMCI,F.YARDIMCI,True,1,137.08,5.75,575,9,0.0,0,100,46,12,10,10,9,32,9.0,12.0,5.0,11.0,5.0,23,3,1,4,2,13,4,17,8,13.8605,13.8866,16.1225,15.3596,15.949000000000002,9,46,2,öğle,3,d,d,dd,sonbahar,0,0,1,1,1,0,0,0,0,0,0
9012,MAY(10) KG  DB  ,2018-10-16,Diyarbakır,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,137.32,15.15,1515,10,0.0,0,100,40,10,10,10,10,30,10.0,6.0,9.0,5.0,5.0,18,0,2,3,1,0,11,16,5,13.8363,15.3315,13.5196,14.2281,15.120999999999999,10,40,2,öğle,3,d,d,dd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
9013,GRACE CORAL(3) KG  DB  SK  ,2018-10-16,Diyarbakır,E.KILIK,E.KILIK,True,1,90.9,25.85,2585,13,0.0,0,100,19,8,9,9,9,26,13.0,9.0,7.0,0.0,0.0,3,0,0,0,0,0,0,0,0,13.2013,13.1709,13.2538,0.0,0.0,13,19,1,öğle,2,d,e,de,sonbahar,1,0,1,1,0,0,0,0,0,0,0
9014,TARANTA(13) KG  DB  ,2018-10-16,Diyarbakır,H.ALTUNKILIÇ,R.DOĞAN,False,0,83.31,19.6,1960,10,0.0,0,100,40,10,10,10,10,30,10.0,10.0,8.0,5.0,8.0,5,0,0,0,0,0,0,0,0,14.477,14.404000000000002,14.6574,15.873,15.7661,10,40,1,öğle,2,d,d,dd,sonbahar,1,0,1,0,0,0,0,0,0,0,0
9015,AVŞİN(9) SKG  SK  ,2018-10-16,Diyarbakır,İ.AKYAVUZ,İ.AKYAVUZ,True,1,79.28,8.1,810,6,0.0,0,100,66,12,10,10,9,32,6.0,4.0,5.0,6.0,8.0,8,0,0,0,2,0,0,0,25,15.1362,15.3649,15.1995,14.892000000000001,14.6306,6,66,1,öğle,2,d,d,dd,sonbahar,0,0,0,1,1,0,0,0,0,0,0
9016,DİYADİN(1) SKG  SK  ,2018-10-16,Diyarbakır,İ.AKYAVUZ,İ.AKYAVUZ,True,1,125.34,3.4,340,1,0.0,0,100,100,12,10,10,9,32,1.0,9.0,4.0,6.0,3.0,24,4,5,4,4,16,20,16,16,15.1588,15.3453,15.2084,15.3919,15.099,1,100,2,öğle,3,d,d,dd,sonbahar,0,0,0,1,1,0,0,0,0,0,1
9017,KARABEY(10) KG  K  DB  ,2018-10-17,Elazığ,M.B.ÇAKMAK,M.B.ÇAKMAK,True,1,153.19,23.4,2340,8,2.0,10,28,50,7,6,7,8,20,8.0,7.0,5.0,8.0,11.0,31,1,4,1,0,3,12,3,0,13.0557,13.6868,15.1469,13.8252,14.5808,8,50,3,akşam,3,d,e,de,sonbahar,1,1,1,0,0,0,0,0,0,0,0
9018,ÇİÇEKKIZ(5) KG  K  DB  ,2018-10-23,Diyarbakır,İ.AKYAVUZ,İ.AKYAVUZ,True,1,92.0,10.4,1040,8,3.0,6,66,53,12,10,10,9,32,8.0,14.0,9.0,11.0,0.0,4,0,0,0,0,0,0,0,0,13.0435,12.1482,12.6508,11.8965,0.0,8,53,1,öğle,3,a,d,ad,sonbahar,1,1,1,0,0,0,0,0,0,0,0
9019,ELAZIĞ GÜZELİ(5) DB  SK  ,2018-10-23,Kocaeli,H.ÇİZİK,H.ÇİZİK,True,1,130.56,9.45,944,10,2.0,7,50,30,12,11,12,11,35,10.0,12.0,9.0,7.0,11.0,14,2,0,2,2,14,0,14,14,13.7868,15.0716,14.2005,15.6986,14.9749,10,30,7,akşam,3,k,d,kd,sonbahar,0,0,1,1,0,0,0,0,0,0,0
9020,WIN STAR WIN(2) KG  ,2018-02-11,Bursa,M.KAYA,M.KAYA,True,1,111.02,2.55,254,5,19.0,1,92,63,15,14,13,12,42,5.0,5.0,2.0,3.0,8.0,43,4,4,6,4,9,9,13,9,16.2133,15.3453,15.8376,15.9439,15.693,5,63,4,öğle,4,d,k,dk,sonbahar,1,0,0,0,0,0,0,0,0,0,0
